fragmento_buscado,fragmento_encontrado,distancia,archivo_texto,numero_linea_texto,linea_texto,seccion_diccionario,topico,metodo,umbral_usado,pos_in_line
quae cupis ponte ludere,quae cupis ponte ludere,0,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
cupis ponte ludere longo,cupis ponte ludere longo,0,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,,0
cupis ponte ludere longo,cupis ponte ludere longo,0,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
o xolonia quae cupis ponte,o colonia quae cupis ponte,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,,0
o xolonia quae cupis ponte,o colonia quae cupis ponte,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
xolonia quae cupis ponte ludere,colonia quae cupis ponte ludere,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,,0
xolonia quae cupis ponte ludere,colonia quae cupis ponte ludere,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
quae cupis ponte ludere longo,quae cupis ponte ludere longo,0,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,,0
quae cupis ponte ludere longo,quae cupis ponte ludere longo,0,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
o xolonia quae cupis ponte ludere,o colonia quae cupis ponte ludere,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,,0
o xolonia quae cupis ponte ludere,o colonia quae cupis ponte ludere,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
xolonia quae cupis ponte ludere longo,colonia quae cupis ponte ludere longo,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,,0
xolonia quae cupis ponte ludere longo,colonia quae cupis ponte ludere longo,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,ngrama,1,0
o xolonia quae cupis ponte ludere longo,o colonia quae cupis ponte ludere longo,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,texto_completo,,0
o xolonia quae cupis ponte ludere longo,o colonia quae cupis ponte ludere longo,1,Catulo_Carmen_017.txt,1,"O Colonia, quae cupis ponte ludere longo,",DiccLine 7,ENVIDIA HACIA LOS AMANTES,texto_completo,1,0
